date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,unique_beneficiaries
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,49,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,22,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,133,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,262,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,104,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,104,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,104,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,51,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,62,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,812,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,14,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1830,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,2741,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1028,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,416,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,682,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,920,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1056,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1830,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,2741,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1028,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,416,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,682,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,920,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1056,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1830,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,2741,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1028,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,416,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,682,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,920,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1056,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2149,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,7555,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,375,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,9567,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3596,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3974,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3092,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4270,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4334,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21137,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3445,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,1975,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,125,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,359,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,229,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,238,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,67,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,37,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,70,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,363,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,92,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,192,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,33,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,104,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,141,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,145,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,133,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,78,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,529,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2149,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,7555,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,375,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,9567,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3596,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3974,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3092,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4270,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4334,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21137,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3445,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,1975,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,125,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,359,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,229,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,238,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,67,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,37,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,70,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,363,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,92,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,192,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,33,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,104,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,141,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,145,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,133,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,78,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,529,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2149,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,7555,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,375,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,9567,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3596,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3974,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3092,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4270,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4334,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21137,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3445,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,1975,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,125,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,359,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,229,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,238,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,67,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,37,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,70,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,363,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,92,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,192,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,33,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,104,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,141,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,145,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,133,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,78,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,529,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,32,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,63,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,50,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,299,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,434,No (beneficiary is also receiving other assistant)
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,25,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,60,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,40,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,94,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,80,Yes
01/09/2021,org_2690,org_8004,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Kyaukpyu,120,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,182,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,280,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Pauktaw,114,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Pauktaw,50,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Pauktaw,250,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,2280,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,400,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,86,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Sittwe,450,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Pauktaw,115,Yes
01/09/2021,org_2690,org_2537,Cash for Work / Food for Assets,food_cash for work_assets,Rakhine,Pauktaw,104,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,18,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,21,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,11,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,40,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,63,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,30,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Namhkan,29,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Namhkan,31,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,28,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,18,Yes
01/09/2021,org_2825,org_2825,Provide technical training,vocational training,Shan (North),Kutkai,22,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,2,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,1,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,4,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,5,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,10,Yes
01/09/2021,org_2825,org_2825,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,5,Yes
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,13858,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,509,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,34,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,143,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,5173,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,9230,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,6291,No (beneficiary is also receiving other assistant)
01/06/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,2648,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,13858,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,509,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,34,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,143,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,5173,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,9230,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,6291,No (beneficiary is also receiving other assistant)
01/07/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,2648,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,13858,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,509,No (beneficiary is also receiving other assistant)
01/08/2021,org_2690,org_2825,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,34,No (beneficiary is also receiving other assistant)
