date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,unique_beneficiaries
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,232,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,137,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,100,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,206,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,115,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,132,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,110,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,124,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,242,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,117,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,249,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,99,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,131,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,116,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,93,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,107,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,98,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,103,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,112,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,131,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,136,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,98,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,232,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,137,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,108,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,128,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,128,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,128,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Salin,119,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,142,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Seikphyu,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,126,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Seikphyu,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Seikphyu,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Seikphyu,121,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Myothit,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Myothit,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Myothit,111,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Magway,Myothit,132,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Magway,Myothit,132,No (beneficiary is also receiving other assistant)
01/02/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Magway,Myothit,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,116,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,127,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,138,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,348,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,95,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,123,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,99,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Zalun,114,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,129,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,114,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,520,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,225,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,341,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,234,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,142,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,248,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Zalun,114,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,234,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,368,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,121,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,128,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,135,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,324,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Zalun,114,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,107,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,97,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,122,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,142,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,129,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,210,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Pyapon,451,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,108,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Maubin,123,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,116,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,127,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,138,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,348,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,95,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,123,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,99,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Pyapon,451,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,129,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,114,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,520,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,225,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,341,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,234,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,142,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,248,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,98,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Pyapon,451,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,234,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,368,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,121,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,128,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,135,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,324,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide crops & vegetables kits,"crop, vegetable and seed kits",Ayeyarwady,Pantanaw,111,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,107,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,112,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,131,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,117,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,97,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,122,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,142,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,129,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,210,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Pantanaw,111,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,119,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,108,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide support for income generation,IGA and small grants,Ayeyarwady,Maubin,123,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,116,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,115,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,127,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,132,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,138,No (beneficiary is also receiving other assistant)
01/06/2021,org_9285,org_9285,Provide technical training,FFS and farmer training,Ayeyarwady,Maubin,348,No (beneficiary is also receiving other assistant)
